# Dyvantage Lab
srv-pmo-kvm-00|172.31.19.101|/opt/pf9/data/instances
srv-pmo-kvm-02.tomchris.net|172.31.19.102|/opt/pf9/data/instances

# Cloudera Rackspace Cloud
cn452.hortonworks.com|10.64.0.6|/var/lib/nova/instances
cn451.hortonworks.com|10.64.0.5|/var/lib/nova/instances
cn749.hortonworks.com|10.64.0.10|/var/lib/nova/instances
cn754.hortonworks.com|10.64.0.15|/var/lib/nova/instances
cn752.hortonworks.com|10.64.0.13|/var/lib/nova/instances
cn751.hortonworks.com|10.64.0.12|/var/lib/nova/instances
cn750.hortonworks.com|10.64.0.11|/var/lib/nova/instances
cn753.hortonworks.com|10.64.0.14|/var/lib/nova/instances
cn760.hortonworks.com|10.64.0.21|/var/lib/nova/instances
cn764.hortonworks.com|10.64.0.25|/var/lib/nova/instances
cn767.hortonworks.com|10.64.0.28|/var/lib/nova/instances
cn758.hortonworks.com|10.64.0.19|/var/lib/nova/instances
cn766.hortonworks.com|10.64.0.27|/var/lib/nova/instances
cn759.hortonworks.com|10.64.0.20|/var/lib/nova/instances
cn763.hortonworks.com|10.64.0.24|/var/lib/nova/instances
cn762.hortonworks.com|10.64.0.23|/var/lib/nova/instances
cn769.hortonworks.com|10.64.0.30|/var/lib/nova/instances
cn755.hortonworks.com|10.64.0.16|/var/lib/nova/instances
cn768.hortonworks.com|10.64.0.29|/var/lib/nova/instances
cn765.hortonworks.com|10.64.0.26|/var/lib/nova/instances
cn776.hortonworks.com|10.64.0.37|/var/lib/nova/instances
cn757.hortonworks.com|10.64.0.18|/var/lib/nova/instances
cn772.hortonworks.com|10.64.0.33|/var/lib/nova/instances
cn774.hortonworks.com|10.64.0.35|/var/lib/nova/instances
cn775.hortonworks.com|10.64.0.36|/var/lib/nova/instances
cn756.hortonworks.com|10.64.0.17|/var/lib/nova/instances
cn773.hortonworks.com|10.64.0.34|/var/lib/nova/instances
cn770.hortonworks.com|10.64.0.31|/var/lib/nova/instances
cn771.hortonworks.com|10.64.0.32|/var/lib/nova/instances
cn778.hortonworks.com|10.64.0.39|/var/lib/nova/instances
cn791.hortonworks.com|10.64.0.52|/var/lib/nova/instances
cn790.hortonworks.com|10.64.0.51|/var/lib/nova/instances
cn792.hortonworks.com|10.64.0.53|/var/lib/nova/instances
cn794.hortonworks.com|10.64.0.55|/var/lib/nova/instances
cn793.hortonworks.com|10.64.0.54|/var/lib/nova/instances
cn797.hortonworks.com|10.64.0.58|/var/lib/nova/instances
cn779.hortonworks.com|10.64.0.40|/var/lib/nova/instances
cn796.hortonworks.com|10.64.0.57|/var/lib/nova/instances
cn789.hortonworks.com|10.64.0.50|/var/lib/nova/instances
cn788.hortonworks.com|10.64.0.49|/var/lib/nova/instances
cn783.hortonworks.com|10.64.0.44|/var/lib/nova/instances
cn782.hortonworks.com|10.64.0.43|/var/lib/nova/instances
cn785.hortonworks.com|10.64.0.46|/var/lib/nova/instances
cn786.hortonworks.com|10.64.0.47|/var/lib/nova/instances
cn784.hortonworks.com|10.64.0.45|/var/lib/nova/instances
cn799.hortonworks.com|10.64.0.60|/var/lib/nova/instances
cn919.hortonworks.com|10.64.0.80|/var/lib/nova/instances
cn916.hortonworks.com|10.64.0.77|/var/lib/nova/instances
cn917.hortonworks.com|10.64.0.78|/var/lib/nova/instances
cn914.hortonworks.com|10.64.0.75|/var/lib/nova/instances
cn918.hortonworks.com|10.64.0.79|/var/lib/nova/instances
cn922.hortonworks.com|10.64.0.83|/var/lib/nova/instances
cn923.hortonworks.com|10.64.0.84|/var/lib/nova/instances
cn921.hortonworks.com|10.64.0.82|/var/lib/nova/instances
cn915.hortonworks.com|10.64.0.76|/var/lib/nova/instances
cn920.hortonworks.com|10.64.0.81|/var/lib/nova/instances
cn900.hortonworks.com|10.64.0.61|/var/lib/nova/instances
cn903.hortonworks.com|10.64.0.64|/var/lib/nova/instances
cn908.hortonworks.com|10.64.0.69|/var/lib/nova/instances
cn909.hortonworks.com|10.64.0.70|/var/lib/nova/instances
cn901.hortonworks.com|10.64.0.62|/var/lib/nova/instances
cn902.hortonworks.com|10.64.0.63|/var/lib/nova/instances
cn904.hortonworks.com|10.64.0.65|/var/lib/nova/instances
cn905.hortonworks.com|10.64.0.66|/var/lib/nova/instances
cn907.hortonworks.com|10.64.0.68|/var/lib/nova/instances
cn906.hortonworks.com|10.64.0.67|/var/lib/nova/instances
cn912.hortonworks.com|10.64.0.73|/var/lib/nova/instances
cn913.hortonworks.com|10.64.0.74|/var/lib/nova/instances
cn910.hortonworks.com|10.64.0.71|/var/lib/nova/instances
cn911.hortonworks.com|10.64.0.72|/var/lib/nova/instances
cn795.hortonworks.com|10.64.0.56|/var/lib/nova/instances
cn798.hortonworks.com|10.64.0.59|/var/lib/nova/instances
cn780.hortonworks.com|10.64.0.41|/var/lib/nova/instances

# Cloudera Platform9 Cloud
cn232.l42scl.hortonworks.com|10.125.0.1|/opt/pf9/data/instances
cn391.l42scl.hortonworks.com|10.125.0.10|/opt/pf9/data/instances
cn332.l42scl.hortonworks.com|10.125.0.9|/opt/pf9/data/instances
cn316.l42scl.hortonworks.com|10.125.0.8|/opt/pf9/data/instances
cn308.l42scl.hortonworks.com|10.125.0.7|/opt/pf9/data/instances
cn257.l42scl.hortonworks.com|10.125.0.3|/opt/pf9/data/instances
cn251.l42scl.hortonworks.com|10.125.0.2|/opt/pf9/data/instances
cn259.l42scl.hortonworks.com|10.125.0.4|/opt/pf9/data/instances
cn272.l42scl.hortonworks.com|10.125.0.5|/opt/pf9/data/instances
cn279.l42scl.hortonworks.com|10.125.0.6|/opt/pf9/data/instances
cn400.l42scl.hortonworks.com|10.125.0.21|/opt/pf9/data/instances
cn292.l42scl.hortonworks.com|10.125.0.18|/opt/pf9/data/instances
cn202.l42scl.hortonworks.com|10.125.0.15|/opt/pf9/data/instances
cn203.l42scl.hortonworks.com|10.125.0.16|/opt/pf9/data/instances
cn352.l42scl.hortonworks.com|10.125.0.20|/opt/pf9/data/instances
cn300.l42scl.hortonworks.com|10.125.0.19|/opt/pf9/data/instances
cn204.l42scl.hortonworks.com|10.125.0.17|/opt/pf9/data/instances
